Unit,Period,Days,Account,Amount
0004030A635E,13,30,Maintenance & Repair,1248
0004030A635E,14,31,Maintenance & Repair,2777
0004030A635E,15,30,Maintenance & Repair,1824
0004030A635E,16,31,Maintenance & Repair,2206
0004030A635E,17,31,Maintenance & Repair,2502
0004030A635E,18,30,Maintenance & Repair,1122
0004030A635E,19,31,Maintenance & Repair,5417
0004030A635E,20,30,Maintenance & Repair,5772
0004030A635E,21,31,Maintenance & Repair,1079
0004030A635E,22,31,Maintenance & Repair,1504
0004030A635E,23,28,Maintenance & Repair,1229
0004030A635E,24,31,Maintenance & Repair,4685
0004030B92EE,1,30,Maintenance & Repair,2853
0004030B92EE,2,31,Maintenance & Repair,1210
0004030B92EE,3,30,Maintenance & Repair,5515
0004030B92EE,4,31,Maintenance & Repair,3815
0004030B92EE,5,31,Maintenance & Repair,3040
0004030B92EE,6,30,Maintenance & Repair,4598
0004030B92EE,7,31,Maintenance & Repair,3622
0004030B92EE,8,30,Maintenance & Repair,3524
0004030B92EE,9,31,Maintenance & Repair,861
0004030B92EE,10,31,Maintenance & Repair,738
0004030B92EE,11,28,Maintenance & Repair,5666
0004030B92EE,12,31,Maintenance & Repair,2822
0004030B92EE,13,30,Maintenance & Repair,4304
0004030B92EE,14,31,Maintenance & Repair,6068
0004030B92EE,15,30,Maintenance & Repair,3655
0004030B92EE,16,31,Maintenance & Repair,2837
0004030B92EE,17,31,Maintenance & Repair,3974
0004030B92EE,18,30,Maintenance & Repair,2080
0004030B92EE,19,31,Maintenance & Repair,1341
0004030B92EE,20,30,Maintenance & Repair,3118
0004030B92EE,21,31,Maintenance & Repair,1926
0004030B92EE,22,31,Maintenance & Repair,2094
0004030B92EE,23,28,Maintenance & Repair,767
0004030B92EE,24,31,Maintenance & Repair,3749
0004030BEB57,1,30,Maintenance & Repair,1789
0004030BEB57,2,31,Maintenance & Repair,1558
0004030BEB57,3,30,Maintenance & Repair,6514
0004030BEB57,4,31,Maintenance & Repair,4104
0004030BEB57,5,31,Maintenance & Repair,3268
0004030BEB57,6,30,Maintenance & Repair,7542
0004030BEB57,7,31,Maintenance & Repair,2442
0004030BEB57,8,30,Maintenance & Repair,1663
0004030BEB57,9,31,Maintenance & Repair,3362
0004030BEB57,10,31,Maintenance & Repair,1409
0004030BEB57,11,28,Maintenance & Repair,3363
0004030BEB57,12,31,Maintenance & Repair,2390
0004030BEB57,13,30,Maintenance & Repair,1561
0004030BEB57,14,31,Maintenance & Repair,2557
0004030BEB57,15,30,Maintenance & Repair,1975
0004030BEB57,16,31,Maintenance & Repair,4344
0004030BEB57,17,31,Maintenance & Repair,3428
0004030BEB57,18,30,Maintenance & Repair,2230
0004030BEB57,19,31,Maintenance & Repair,1491
0004030BEB57,20,30,Maintenance & Repair,3999
0004030BEB57,21,31,Maintenance & Repair,507
0004030BEB57,22,31,Maintenance & Repair,1235
0004030BEB57,23,28,Maintenance & Repair,1044
0004030BEB57,24,31,Maintenance & Repair,2767
00040302CD88,1,30,Maintenance & Repair,1618
00040302CD88,2,31,Maintenance & Repair,749
00040302CD88,3,30,Maintenance & Repair,993
00040302CD88,4,31,Maintenance & Repair,1256
00040302CD88,5,31,Maintenance & Repair,1463
00040302CD88,6,30,Maintenance & Repair,2029
00040302CD88,7,31,Maintenance & Repair,456
00040302CD88,8,30,Maintenance & Repair,2181
00040302CD88,9,31,Maintenance & Repair,431
00040302CD88,10,31,Maintenance & Repair,445
00040302CD88,11,28,Maintenance & Repair,1205
00040302CD88,12,31,Maintenance & Repair,3573
00040302CD88,13,30,Maintenance & Repair,876
00040302CD88,14,31,Maintenance & Repair,483
00040302CD88,15,30,Maintenance & Repair,806
00040302CD88,16,31,Maintenance & Repair,706
00040302CD88,17,31,Maintenance & Repair,3892
00040302CD88,18,30,Maintenance & Repair,293
00040302CD88,19,31,Maintenance & Repair,1825
00040302CD88,20,30,Maintenance & Repair,3235
00040302CD88,21,31,Maintenance & Repair,1490
00040302CD88,22,31,Maintenance & Repair,1196
00040302CD88,23,28,Maintenance & Repair,1373
00040302CD88,24,31,Maintenance & Repair,1831
00040302CE36,1,30,Maintenance & Repair,1644
00040302CE36,2,31,Maintenance & Repair,1661
00040302CE36,3,30,Maintenance & Repair,567
00040302CE36,4,31,Maintenance & Repair,477
00040302CE36,5,31,Maintenance & Repair,742
00040302CE36,6,30,Maintenance & Repair,858
00040302CE36,7,31,Maintenance & Repair,1688
00040302CE36,8,30,Maintenance & Repair,1873
00040302CE36,9,31,Maintenance & Repair,640
00040302CE36,10,31,Maintenance & Repair,867
00040302CE36,11,28,Maintenance & Repair,1584
00040302CE36,12,31,Maintenance & Repair,1073
00040302CE36,13,30,Maintenance & Repair,2083
00040302CE36,14,31,Maintenance & Repair,1225
00040302CE36,15,30,Maintenance & Repair,1321
00040302CE36,16,31,Maintenance & Repair,1004
00040302CE36,17,31,Maintenance & Repair,1354
00040302CE36,18,30,Maintenance & Repair,956
00040302CE36,19,31,Maintenance & Repair,834
00040302CE36,20,30,Maintenance & Repair,1146
00040302CE36,21,31,Maintenance & Repair,901
00040302CE36,22,31,Maintenance & Repair,957
00040302CE36,23,28,Maintenance & Repair,1961
00040302CE36,24,31,Maintenance & Repair,1741
00040302CF03,1,30,Maintenance & Repair,640
00040302CF03,2,31,Maintenance & Repair,1038
00040302CF03,3,30,Maintenance & Repair,663
00040302CF03,4,31,Maintenance & Repair,450
00040302CF03,5,31,Maintenance & Repair,1027
00040302CF03,6,30,Maintenance & Repair,1935
00040302CF03,7,31,Maintenance & Repair,2388
00040302CF03,8,30,Maintenance & Repair,1663
00040302CF03,9,31,Maintenance & Repair,1102
00040302CF03,10,31,Maintenance & Repair,581
00040302CF03,11,28,Maintenance & Repair,1660
00040302CF03,12,31,Maintenance & Repair,1690
00040302CF03,13,30,Maintenance & Repair,1164
00040302CF03,14,31,Maintenance & Repair,616
00040302CF03,15,30,Maintenance & Repair,1018
00040302CF03,16,31,Maintenance & Repair,536
00040302CF03,17,31,Maintenance & Repair,1709
00040302CF03,18,30,Maintenance & Repair,635
00040302CF03,19,31,Maintenance & Repair,734
00040302CF03,20,30,Maintenance & Repair,711
00040302CF03,21,31,Maintenance & Repair,1443
00040302CF03,22,31,Maintenance & Repair,956
00040302CF03,23,28,Maintenance & Repair,1759
00040302CF03,24,31,Maintenance & Repair,2004
00040302CF28,1,30,Maintenance & Repair,1408
00040302CF28,2,31,Maintenance & Repair,529
00040302CF28,3,30,Maintenance & Repair,2756
00040302CF28,4,31,Maintenance & Repair,2350
00040302CF28,5,31,Maintenance & Repair,1480
00040302CF28,6,30,Maintenance & Repair,1935
00040302CF28,7,31,Maintenance & Repair,977
00040302CF28,8,30,Maintenance & Repair,2087
00040302CF28,9,31,Maintenance & Repair,630
00040302CF28,10,31,Maintenance & Repair,586
00040302CF28,11,28,Maintenance & Repair,3384
00040302CF28,12,31,Maintenance & Repair,2009
00040302CF28,13,30,Maintenance & Repair,1994
00040302CF28,14,31,Maintenance & Repair,1353
00040302CF28,15,30,Maintenance & Repair,1061
00040302CF28,16,31,Maintenance & Repair,1078
00040302CF28,17,31,Maintenance & Repair,1659
00040302CF28,18,30,Maintenance & Repair,679
00040302CF28,19,31,Maintenance & Repair,556
00040302CF28,20,30,Maintenance & Repair,564
00040302CF28,21,31,Maintenance & Repair,1106
00040302CF28,22,31,Maintenance & Repair,1261
00040302CF28,23,28,Maintenance & Repair,1569
00040302CF28,24,31,Maintenance & Repair,2822
00040302D006,1,30,Maintenance & Repair,669
00040302D006,2,31,Maintenance & Repair,358
00040302D006,3,30,Maintenance & Repair,1117
00040302D006,4,31,Maintenance & Repair,1829
00040302D006,5,31,Maintenance & Repair,789
00040302D006,6,30,Maintenance & Repair,287
00040302D006,7,31,Maintenance & Repair,271
00040302D006,8,30,Maintenance & Repair,951
00040302D006,9,31,Maintenance & Repair,367
00040302D006,10,31,Maintenance & Repair,1230
00040302D006,11,28,Maintenance & Repair,416
00040302D006,12,31,Maintenance & Repair,446
00040302D006,13,30,Maintenance & Repair,433
00040302D006,14,31,Maintenance & Repair,433
00040302D006,15,30,Maintenance & Repair,1266
00040302D006,16,31,Maintenance & Repair,2070
00040302D006,17,31,Maintenance & Repair,731
00040302D006,18,30,Maintenance & Repair,1022
00040302D006,19,31,Maintenance & Repair,759
00040302D006,20,30,Maintenance & Repair,1266
00040302D006,21,31,Maintenance & Repair,2078
00040302D006,22,31,Maintenance & Repair,452
00040302D006,23,28,Maintenance & Repair,512
00040302D006,24,31,Maintenance & Repair,1957
00040302D014,1,30,Maintenance & Repair,1869
00040302D014,2,31,Maintenance & Repair,2814
00040302D014,3,30,Maintenance & Repair,2394
00040302D014,4,31,Maintenance & Repair,2482
00040302D014,5,31,Maintenance & Repair,2954
00040302D014,6,30,Maintenance & Repair,818
00040302D014,7,31,Maintenance & Repair,2897
00040302D014,8,30,Maintenance & Repair,1413
00040302D014,9,31,Maintenance & Repair,656
00040302D014,10,31,Maintenance & Repair,1148
00040302D014,11,28,Maintenance & Repair,901
00040302D014,12,31,Maintenance & Repair,430
00040302D014,13,30,Maintenance & Repair,628
00040302D014,14,31,Maintenance & Repair,2055
00040302D014,15,30,Maintenance & Repair,773
00040302D014,16,31,Maintenance & Repair,2357
00040302D014,17,31,Maintenance & Repair,1498
00040302D014,18,30,Maintenance & Repair,1791
00040302D014,19,31,Maintenance & Repair,398
00040302D014,20,30,Maintenance & Repair,400
00040302D014,21,31,Maintenance & Repair,1048
00040302D014,22,31,Maintenance & Repair,748
00040302D014,23,28,Maintenance & Repair,1290
00040302D014,24,31,Maintenance & Repair,1918
0004030A635E,1,30,Maintenance & Repair,2507
0004030A635E,2,31,Maintenance & Repair,3426
0004030A635E,3,30,Maintenance & Repair,1739
0004030A635E,4,31,Maintenance & Repair,1134
0004030A635E,5,31,Maintenance & Repair,854
0004030A635E,6,30,Maintenance & Repair,1882
0004030A635E,7,31,Maintenance & Repair,1260
0004030A635E,8,30,Maintenance & Repair,1969
0004030A635E,9,31,Maintenance & Repair,1292
0004030A635E,10,31,Maintenance & Repair,2255
0004030A635E,11,28,Maintenance & Repair,1096
0004030A635E,12,31,Maintenance & Repair,2311
0004030A635E,13,30,Maintenance & Repair,1357
0004030A635E,14,31,Maintenance & Repair,2204
0004030A635E,15,30,Maintenance & Repair,5370
0004030A635E,16,31,Maintenance & Repair,1680
0004030A635E,17,31,Maintenance & Repair,2444
0004030A635E,18,30,Maintenance & Repair,-249
0004030A635E,19,31,Maintenance & Repair,273
0004030A635E,20,30,Maintenance & Repair,1303
0004030A635E,21,31,Maintenance & Repair,4002
0004030A635E,22,31,Maintenance & Repair,3613
0004030A635E,23,28,Maintenance & Repair,875
0004030A635E,24,31,Maintenance & Repair,1045
0004030B92EE,1,30,Maintenance & Repair,3143
0004030B92EE,2,31,Maintenance & Repair,2624
0004030B92EE,3,30,Maintenance & Repair,3664
0004030B92EE,4,31,Maintenance & Repair,2833
0004030B92EE,5,31,Maintenance & Repair,1663
0004030B92EE,6,30,Maintenance & Repair,2127
0004030B92EE,7,31,Maintenance & Repair,1113
0004030B92EE,8,30,Maintenance & Repair,1742
0004030B92EE,9,31,Maintenance & Repair,707
0004030B92EE,10,31,Maintenance & Repair,2167
0004030B92EE,11,28,Maintenance & Repair,1630
0004030B92EE,12,31,Maintenance & Repair,2208
0004030B92EE,13,30,Maintenance & Repair,3616
0004030B92EE,14,31,Maintenance & Repair,1540
0004030B92EE,15,30,Maintenance & Repair,2209
0004030B92EE,16,31,Maintenance & Repair,1603
0004030B92EE,17,31,Maintenance & Repair,885
0004030B92EE,18,30,Maintenance & Repair,-710
0004030B92EE,19,31,Maintenance & Repair,1272
0004030B92EE,20,30,Maintenance & Repair,1274
0004030B92EE,21,31,Maintenance & Repair,-887
0004030B92EE,22,31,Maintenance & Repair,1940
0004030B92EE,23,28,Maintenance & Repair,1260
0004030B92EE,24,31,Maintenance & Repair,1513
0004030BEB57,1,30,Maintenance & Repair,1805
0004030BEB57,2,31,Maintenance & Repair,1972
0004030BEB57,3,30,Maintenance & Repair,2544
0004030BEB57,4,31,Maintenance & Repair,950
0004030BEB57,5,31,Maintenance & Repair,1570
0004030BEB57,6,30,Maintenance & Repair,1273
0004030BEB57,7,31,Maintenance & Repair,1450
0004030BEB57,8,30,Maintenance & Repair,2026
0004030BEB57,9,31,Maintenance & Repair,951
0004030BEB57,10,31,Maintenance & Repair,868
0004030BEB57,11,28,Maintenance & Repair,2643
0004030BEB57,12,31,Maintenance & Repair,1708
0004030BEB57,13,30,Maintenance & Repair,3100
0004030BEB57,14,31,Maintenance & Repair,2708
0004030BEB57,15,30,Maintenance & Repair,1616
0004030BEB57,16,31,Maintenance & Repair,627
0004030BEB57,17,31,Maintenance & Repair,1789
0004030BEB57,18,30,Maintenance & Repair,1912
0004030BEB57,19,31,Maintenance & Repair,1857
0004030BEB57,20,30,Maintenance & Repair,3704
0004030BEB57,21,31,Maintenance & Repair,1197
0004030BEB57,22,31,Maintenance & Repair,2021
0004030BEB57,23,28,Maintenance & Repair,1475
0004030BEB57,24,31,Maintenance & Repair,2500
00040302CD88,1,30,Maintenance & Repair,2886
00040302CD88,2,31,Maintenance & Repair,378
00040302CD88,3,30,Maintenance & Repair,136
00040302CD88,4,31,Maintenance & Repair,0
00040302CD88,5,31,Maintenance & Repair,883
00040302CD88,6,30,Maintenance & Repair,0
00040302CD88,7,31,Maintenance & Repair,378
00040302CD88,8,30,Maintenance & Repair,0
00040302CD88,9,31,Maintenance & Repair,0
00040302CD88,10,31,Maintenance & Repair,0
00040302CD88,11,28,Maintenance & Repair,912
00040302CD88,12,31,Maintenance & Repair,0
00040302CD88,13,30,Maintenance & Repair,0
00040302CD88,14,31,Maintenance & Repair,378
00040302CD88,15,30,Maintenance & Repair,116
00040302CD88,16,31,Maintenance & Repair,0
00040302CD88,17,31,Maintenance & Repair,1086
00040302CD88,18,30,Maintenance & Repair,0
00040302CD88,19,31,Maintenance & Repair,0
00040302CD88,20,30,Maintenance & Repair,427
00040302CD88,21,31,Maintenance & Repair,0
00040302CD88,22,31,Maintenance & Repair,359
00040302CD88,23,28,Maintenance & Repair,1086
00040302CD88,24,31,Maintenance & Repair,0
00040302CE36,1,30,Maintenance & Repair,378
00040302CE36,2,31,Maintenance & Repair,0
00040302CE36,3,30,Maintenance & Repair,0
00040302CE36,4,31,Maintenance & Repair,378
00040302CE36,5,31,Maintenance & Repair,534
00040302CE36,6,30,Maintenance & Repair,378
00040302CE36,7,31,Maintenance & Repair,1199
00040302CE36,8,30,Maintenance & Repair,68
00040302CE36,9,31,Maintenance & Repair,378
00040302CE36,10,31,Maintenance & Repair,102
00040302CE36,11,28,Maintenance & Repair,534
00040302CE36,12,31,Maintenance & Repair,378
00040302CE36,13,30,Maintenance & Repair,0
00040302CE36,14,31,Maintenance & Repair,0
00040302CE36,15,30,Maintenance & Repair,427
00040302CE36,16,31,Maintenance & Repair,0
00040302CE36,17,31,Maintenance & Repair,1086
00040302CE36,18,30,Maintenance & Repair,0
00040302CE36,19,31,Maintenance & Repair,0
00040302CE36,20,30,Maintenance & Repair,427
00040302CE36,21,31,Maintenance & Repair,165
00040302CE36,22,31,Maintenance & Repair,0
00040302CE36,23,28,Maintenance & Repair,1086
00040302CE36,24,31,Maintenance & Repair,0
00040302CF03,1,30,Maintenance & Repair,0
00040302CF03,2,31,Maintenance & Repair,0
00040302CF03,3,30,Maintenance & Repair,669
00040302CF03,4,31,Maintenance & Repair,601
00040302CF03,5,31,Maintenance & Repair,378
00040302CF03,6,30,Maintenance & Repair,0
00040302CF03,7,31,Maintenance & Repair,0
00040302CF03,8,30,Maintenance & Repair,0
00040302CF03,9,31,Maintenance & Repair,604
00040302CF03,10,31,Maintenance & Repair,0
00040302CF03,11,28,Maintenance & Repair,868
00040302CF03,12,31,Maintenance & Repair,456
00040302CF03,13,30,Maintenance & Repair,0
00040302CF03,14,31,Maintenance & Repair,0
00040302CF03,15,30,Maintenance & Repair,0
00040302CF03,16,31,Maintenance & Repair,960
00040302CF03,17,31,Maintenance & Repair,0
00040302CF03,18,30,Maintenance & Repair,427
00040302CF03,19,31,Maintenance & Repair,97
00040302CF03,20,30,Maintenance & Repair,0
00040302CF03,21,31,Maintenance & Repair,580
00040302CF03,22,31,Maintenance & Repair,660
00040302CF03,23,28,Maintenance & Repair,0
00040302CF03,24,31,Maintenance & Repair,427
00040302CF28,1,30,Maintenance & Repair,0
00040302CF28,2,31,Maintenance & Repair,0
00040302CF28,3,30,Maintenance & Repair,1103
00040302CF28,4,31,Maintenance & Repair,0
00040302CF28,5,31,Maintenance & Repair,0
00040302CF28,6,30,Maintenance & Repair,378
00040302CF28,7,31,Maintenance & Repair,0
00040302CF28,8,30,Maintenance & Repair,136
00040302CF28,9,31,Maintenance & Repair,567
00040302CF28,10,31,Maintenance & Repair,102
00040302CF28,11,28,Maintenance & Repair,534
00040302CF28,12,31,Maintenance & Repair,378
00040302CF28,13,30,Maintenance & Repair,0
00040302CF28,14,31,Maintenance & Repair,247
00040302CF28,15,30,Maintenance & Repair,0
00040302CF28,16,31,Maintenance & Repair,427
00040302CF28,17,31,Maintenance & Repair,660
00040302CF28,18,30,Maintenance & Repair,427
00040302CF28,19,31,Maintenance & Repair,0
00040302CF28,20,30,Maintenance & Repair,0
00040302CF28,21,31,Maintenance & Repair,427
00040302CF28,22,31,Maintenance & Repair,0
00040302CF28,23,28,Maintenance & Repair,1086
00040302CF28,24,31,Maintenance & Repair,0
00040302D006,1,30,Maintenance & Repair,378
00040302D006,2,31,Maintenance & Repair,0
00040302D006,3,30,Maintenance & Repair,378
00040302D006,4,31,Maintenance & Repair,0
00040302D006,5,31,Maintenance & Repair,534
00040302D006,6,30,Maintenance & Repair,378
00040302D006,7,31,Maintenance & Repair,0
00040302D006,8,30,Maintenance & Repair,0
00040302D006,9,31,Maintenance & Repair,873
00040302D006,10,31,Maintenance & Repair,0
00040302D006,11,28,Maintenance & Repair,534
00040302D006,12,31,Maintenance & Repair,378
00040302D006,13,30,Maintenance & Repair,0
00040302D006,14,31,Maintenance & Repair,0
00040302D006,15,30,Maintenance & Repair,0
00040302D006,16,31,Maintenance & Repair,0
00040302D006,17,31,Maintenance & Repair,1583
00040302D006,18,30,Maintenance & Repair,496
00040302D006,19,31,Maintenance & Repair,427
00040302D006,20,30,Maintenance & Repair,97
00040302D006,21,31,Maintenance & Repair,0
00040302D006,22,31,Maintenance & Repair,427
00040302D006,23,28,Maintenance & Repair,660
00040302D006,24,31,Maintenance & Repair,0
00040302D014,1,30,Maintenance & Repair,0
00040302D014,2,31,Maintenance & Repair,0
00040302D014,3,30,Maintenance & Repair,446
00040302D014,4,31,Maintenance & Repair,1264
00040302D014,5,31,Maintenance & Repair,534
00040302D014,6,30,Maintenance & Repair,378
00040302D014,7,31,Maintenance & Repair,0
00040302D014,8,30,Maintenance & Repair,0
00040302D014,9,31,Maintenance & Repair,378
00040302D014,10,31,Maintenance & Repair,0
00040302D014,11,28,Maintenance & Repair,534
00040302D014,12,31,Maintenance & Repair,378
00040302D014,13,30,Maintenance & Repair,0
00040302D014,14,31,Maintenance & Repair,0
00040302D014,15,30,Maintenance & Repair,0
00040302D014,16,31,Maintenance & Repair,0
00040302D014,17,31,Maintenance & Repair,1203
00040302D014,18,30,Maintenance & Repair,0
00040302D014,19,31,Maintenance & Repair,1264
00040302D014,20,30,Maintenance & Repair,0
00040302D014,21,31,Maintenance & Repair,0
00040302D014,22,31,Maintenance & Repair,427
00040302D014,23,28,Maintenance & Repair,660
00040302D014,24,31,Maintenance & Repair,0
0004030A635E,1,30,Maintenance & Repair,0
0004030A635E,2,31,Maintenance & Repair,0
0004030A635E,3,30,Maintenance & Repair,912
0004030A635E,4,31,Maintenance & Repair,136
0004030A635E,5,31,Maintenance & Repair,378
0004030A635E,6,30,Maintenance & Repair,0
0004030A635E,7,31,Maintenance & Repair,0
0004030A635E,8,30,Maintenance & Repair,534
0004030A635E,9,31,Maintenance & Repair,912
0004030A635E,10,31,Maintenance & Repair,0
0004030A635E,11,28,Maintenance & Repair,0
0004030A635E,12,31,Maintenance & Repair,378
0004030A635E,13,30,Maintenance & Repair,0
0004030A635E,14,31,Maintenance & Repair,912
0004030A635E,15,30,Maintenance & Repair,0
0004030A635E,16,31,Maintenance & Repair,0
0004030A635E,17,31,Maintenance & Repair,1397
0004030A635E,18,30,Maintenance & Repair,0
0004030A635E,19,31,Maintenance & Repair,0
0004030A635E,20,30,Maintenance & Repair,1086
0004030A635E,21,31,Maintenance & Repair,757
0004030A635E,22,31,Maintenance & Repair,0
0004030A635E,23,28,Maintenance & Repair,1086
0004030A635E,24,31,Maintenance & Repair,0
0004030B92EE,1,30,Maintenance & Repair,446
0004030B92EE,2,31,Maintenance & Repair,0
0004030B92EE,3,30,Maintenance & Repair,1652
0004030B92EE,4,31,Maintenance & Repair,388
0004030B92EE,5,31,Maintenance & Repair,0
0004030B92EE,6,30,Maintenance & Repair,0
0004030B92EE,7,31,Maintenance & Repair,378
0004030B92EE,8,30,Maintenance & Repair,534
0004030B92EE,9,31,Maintenance & Repair,534
0004030B92EE,10,31,Maintenance & Repair,378
0004030B92EE,11,28,Maintenance & Repair,0
0004030B92EE,12,31,Maintenance & Repair,0
0004030B92EE,13,30,Maintenance & Repair,378
0004030B92EE,14,31,Maintenance & Repair,534
0004030B92EE,15,30,Maintenance & Repair,0
0004030B92EE,16,31,Maintenance & Repair,427
0004030B92EE,17,31,Maintenance & Repair,660
0004030B92EE,18,30,Maintenance & Repair,0
0004030B92EE,19,31,Maintenance & Repair,427
0004030B92EE,20,30,Maintenance & Repair,660
0004030B92EE,21,31,Maintenance & Repair,0
0004030B92EE,22,31,Maintenance & Repair,427
0004030B92EE,23,28,Maintenance & Repair,660
0004030B92EE,24,31,Maintenance & Repair,427
0004030BEB57,1,30,Maintenance & Repair,1095
0004030BEB57,2,31,Maintenance & Repair,1004
0004030BEB57,3,30,Maintenance & Repair,534
0004030BEB57,4,31,Maintenance & Repair,378
0004030BEB57,5,31,Maintenance & Repair,0
0004030BEB57,6,30,Maintenance & Repair,175
0004030BEB57,7,31,Maintenance & Repair,378
0004030BEB57,8,30,Maintenance & Repair,534
0004030BEB57,9,31,Maintenance & Repair,962
0004030BEB57,10,31,Maintenance & Repair,524
0004030BEB57,11,28,Maintenance & Repair,0
0004030BEB57,12,31,Maintenance & Repair,0
0004030BEB57,13,30,Maintenance & Repair,136
0004030BEB57,14,31,Maintenance & Repair,912
0004030BEB57,15,30,Maintenance & Repair,116
0004030BEB57,16,31,Maintenance & Repair,0
0004030BEB57,17,31,Maintenance & Repair,1086
0004030BEB57,18,30,Maintenance & Repair,0
0004030BEB57,19,31,Maintenance & Repair,0
0004030BEB57,20,30,Maintenance & Repair,1086
0004030BEB57,21,31,Maintenance & Repair,0
0004030BEB57,22,31,Maintenance & Repair,0
0004030BEB57,23,28,Maintenance & Repair,1086
0004030BEB57,24,31,Maintenance & Repair,0
00040302CD88,1,30,Utilities,5690
00040302CD88,2,31,Utilities,4917
00040302CD88,3,30,Utilities,4692
00040302CD88,4,31,Utilities,5699
00040302CD88,5,31,Utilities,5109
00040302CD88,6,30,Utilities,5120
00040302CD88,7,31,Utilities,4974
00040302CD88,8,30,Utilities,6052
00040302CD88,9,31,Utilities,5937
00040302CD88,10,31,Utilities,6367
00040302CD88,11,28,Utilities,5841
00040302CD88,12,31,Utilities,6813
00040302CD88,13,30,Utilities,6359
00040302CD88,14,31,Utilities,2858
00040302CD88,15,30,Utilities,4886
00040302CD88,16,31,Utilities,3962
00040302CD88,17,31,Utilities,8265
00040302CD88,18,30,Utilities,6633
00040302CD88,19,31,Utilities,2419
00040302CD88,20,30,Utilities,5324
00040302CD88,21,31,Utilities,6572
00040302CD88,22,31,Utilities,7411
00040302CD88,23,28,Utilities,1840
00040302CD88,24,31,Utilities,7895
00040302CE36,1,30,Utilities,5186
00040302CE36,2,31,Utilities,5890
00040302CE36,3,30,Utilities,5542
00040302CE36,4,31,Utilities,7135
00040302CE36,5,31,Utilities,5873
00040302CE36,6,30,Utilities,6532
00040302CE36,7,31,Utilities,6677
00040302CE36,8,30,Utilities,6586
00040302CE36,9,31,Utilities,6538
00040302CE36,10,31,Utilities,6871
00040302CE36,11,28,Utilities,6654
00040302CE36,12,31,Utilities,7284
00040302CE36,13,30,Utilities,7054
00040302CE36,14,31,Utilities,1704
00040302CE36,15,30,Utilities,5351
00040302CE36,16,31,Utilities,5685
00040302CE36,17,31,Utilities,7946
00040302CE36,18,30,Utilities,7680
00040302CE36,19,31,Utilities,2461
00040302CE36,20,30,Utilities,5496
00040302CE36,21,31,Utilities,3556
00040302CE36,22,31,Utilities,8368
00040302CE36,23,28,Utilities,3192
00040302CE36,24,31,Utilities,6214
00040302CF03,1,30,Utilities,5425
00040302CF03,2,31,Utilities,4738
00040302CF03,3,30,Utilities,4857
00040302CF03,4,31,Utilities,6768
00040302CF03,5,31,Utilities,5909
00040302CF03,6,30,Utilities,6243
00040302CF03,7,31,Utilities,6687
00040302CF03,8,30,Utilities,5380
00040302CF03,9,31,Utilities,5827
00040302CF03,10,31,Utilities,5902
00040302CF03,11,28,Utilities,5660
00040302CF03,12,31,Utilities,7158
00040302CF03,13,30,Utilities,6590
00040302CF03,14,31,Utilities,2810
00040302CF03,15,30,Utilities,5450
00040302CF03,16,31,Utilities,5793
00040302CF03,17,31,Utilities,8897
00040302CF03,18,30,Utilities,8120
00040302CF03,19,31,Utilities,2452
00040302CF03,20,30,Utilities,5342
00040302CF03,21,31,Utilities,5052
00040302CF03,22,31,Utilities,12020
00040302CF03,23,28,Utilities,1376
00040302CF03,24,31,Utilities,5377
00040302CF28,1,30,Utilities,4966
00040302CF28,2,31,Utilities,5808
00040302CF28,3,30,Utilities,5568
00040302CF28,4,31,Utilities,6477
00040302CF28,5,31,Utilities,5825
00040302CF28,6,30,Utilities,5995
00040302CF28,7,31,Utilities,6787
00040302CF28,8,30,Utilities,6399
00040302CF28,9,31,Utilities,6618
00040302CF28,10,31,Utilities,6709
00040302CF28,11,28,Utilities,6306
00040302CF28,12,31,Utilities,6672
00040302CF28,13,30,Utilities,6868
00040302CF28,14,31,Utilities,4095
00040302CF28,15,30,Utilities,5157
00040302CF28,16,31,Utilities,5227
00040302CF28,17,31,Utilities,8138
00040302CF28,18,30,Utilities,8081
00040302CF28,19,31,Utilities,3035
00040302CF28,20,30,Utilities,4926
00040302CF28,21,31,Utilities,5157
00040302CF28,22,31,Utilities,8256
00040302CF28,23,28,Utilities,4315
00040302CF28,24,31,Utilities,5109
00040302D006,1,30,Utilities,2438
00040302D006,2,31,Utilities,3101
00040302D006,3,30,Utilities,1554
00040302D006,4,31,Utilities,2244
00040302D006,5,31,Utilities,2568
00040302D006,6,30,Utilities,2721
00040302D006,7,31,Utilities,3123
00040302D006,8,30,Utilities,2671
00040302D006,9,31,Utilities,2640
00040302D006,10,31,Utilities,3349
00040302D006,11,28,Utilities,4660
00040302D006,12,31,Utilities,1899
00040302D006,13,30,Utilities,2487
00040302D006,14,31,Utilities,2594
00040302D006,15,30,Utilities,1979
00040302D006,16,31,Utilities,2206
00040302D006,17,31,Utilities,4110
00040302D006,18,30,Utilities,2467
00040302D006,19,31,Utilities,3673
00040302D006,20,30,Utilities,1030
00040302D006,21,31,Utilities,2700
00040302D006,22,31,Utilities,3322
00040302D006,23,28,Utilities,2423
00040302D006,24,31,Utilities,3885
00040302D014,1,30,Utilities,6714
00040302D014,2,31,Utilities,6091
00040302D014,3,30,Utilities,6145
00040302D014,4,31,Utilities,7045
00040302D014,5,31,Utilities,6525
00040302D014,6,30,Utilities,5480
00040302D014,7,31,Utilities,7918
